KEYS,en,chn
S10L3,"Judging from the occasional screams, it seems that we are not only in death row, but also in a human laboratory. Unexpectedly, beneath the shining appearance of the empire, there are still such dark corners hidden",从时不时听到的惨嚎来推断， 看来我们进的不仅仅是死牢， 而且还是一间人体实验室， 没想到在帝国光鲜亮丽的外表下， 还隐藏着这么阴暗的角落
S10L4,"Well, I've been tormented by the constant noise at this moment and my nerves are weak. I really wish I could throw a bomb over there",嗯， 我已经被这时不时响起的噪音折磨成神经衰弱了， 我真恨不得扔个炸弹过去
S10L5,The key is that such secrets have been discovered by diplomats from forces like us with ambiguous positions. Do you think we can still survive and walk out?,重点在于这样的秘密被我们这样立场模糊不定的势力的外交人员知道了， 你觉得我们还能活着走出去吗？
S10L6,"Frankly speaking, based on my experience of working as dirty blades in recent years, this is really not a big deal",说实话， 按我这几年做脏刃的经历来看， 这真的不算什么
S10L7,"That also requires adding information about the hidden shadows of the Empire's assassination forces. Speaking of which, I am really curious. Will the Empire really allow your troops to retire with peace of mind? Will the Empire not perform memory erasure or modification operations on you?",那还得加上一条， 知道了帝国的暗杀部队隐影的信息。话说我真的很好奇， 帝国真的会允许你们这支部队的人安心退役吗？帝国不会对你们进行记忆抹除或者修改之类的操作吗？
S10L8,"I'm not sure, I've never heard of the Empire having such technology, and last time I went to the Veterans Club to visit the dirty blades of the previous generation, they lived very well",我不确定， 我没听说过帝国有这样的技术， 而且我上次去老兵俱乐部看望过前代的脏刃们， 他们生活地很好
S10L9,"Well, why aren't you worried at all? Can the identity of Dirty Blade really guarantee that you won't be silenced?",这样啊， 不过你为什么一点都不担心呢？脏刃的身份真的能保证你不被灭口吗？
S10L10,"It's not about identity, but about capabilities and investment. Dirty Blade is a sharp sword in the dark of the Imperial Army, which not only means being the strongest soldier in the army, but also means investing a lot of resources. As long as I don't explicitly state my betrayal of the empire, I won't be cleared up",不是身份， 而是能力和投入， 脏刃是帝国军部暗处的一把尖刀， 不仅意味着是军队里最强的士兵， 也意味着大量的资源投入。只要我没有明确地表示背叛帝国， 就不会被清理
S10L11,You shot down many imperial warships while escorting me before~,你之前护送我的途中可是击落了很多的帝国战舰哦~
S10L12,"That is just a minor exercise of discretionary power. According to the Dirty Blade Code of Conduct, actions like this can be allowed as long as the interests of the empire are prioritized. My help to you is also based on my judgment that killing you would harm the interests of the Empire. Of course, there are also reasons for retirement. If the Empire and the Alliance go to war, I will probably be called up to the battlefield, and my retirement will be ruined",那只不过是自主裁量权的轻微实践而已， 按照脏刃的行为准则， 只要以帝国利益为最先， 像这样的行为是可以被允许的。我对你的帮助， 也是基于我判断杀掉你会损害帝国的利益而已， 当然， 也有退休的原因， 如果帝国与联盟开战， 那我大概会被征召上战场的， 那我的退休就泡汤了
S10L13,"If it weren't for your last words, I would really suspect that you were secretly replaced",要不是你的最后一句话， 我真的要怀疑你被偷偷地换人了
S10L14,"Don't worry, given the current situation of the empire, it is difficult to go to war with the alliance, so you are safe. Let's talk about food again. When I go out, I want to invite you to have Imperial Roasted Whole Lamb, and maybe you can invite me to have Alliance morning tea",放心吧， 以目前帝国的形势， 很难和联盟开战， 那么你就是安全的。我们再聊聊美食吧。等我出去了， 我请你去吃帝国烤全羊， 你请我吃联盟早茶
S10L15,"Okay, we have an appointment",好的， 约好了哦
S10L16,"On May 15th, in the early hours of the morning, you were awakened by the sound of an explosion in the Imperial Prison of the Imperial Core Planet-Planet Light",5月15日， 帝国核心星球-光明星-帝都-帝国监牢， 凌晨， 你被一声爆炸声吵醒
S10L17,"Pension, get up quickly. We need to get out of here",潘森， 快起来， 我们得离开这
S10L18,What happened......your people came to break free from prison?,发生了什么…你的人来劫狱了？
S10L19,"Sorry, the surveillance here is too strict, so I cannot notify you in advance. Come on, I need your help, otherwise it will be difficult to escape",抱歉， 这里监视太森严了， 所以我没法提前通知你。快来吧， 我需要你的帮助， 要不然很难逃出去
S10L20C1,"This way, go! I need to go get my backup terminal first, and then fly my warship to escape",这边走！我要先去拿到我的备用终端， 然后驾驶我的飞船逃走
S10L20C2,"Thank you very much for considering me at this time, but I don't want to betray the empire yet",很感谢你在这种时候还考虑我， 但是我还不想背叛帝国
,,
S11L1,"On May 16th, Imperial Core Planet-Planet Light - Emperor - Emperor Street - near the Dirty Blade’s invisible hangar, in the early morning, in a hidden corner, with the help of alliance personnel, you fled all the way to the spy safe house, then rested and changed clothes before leaving immediately",5月16日， 帝国核心星球-光明星-帝都-帝都街道-脏刃的隐形机库附近， 清晨， 隐蔽的角落， 你们在联盟人员的帮助下， 一路逃入间谍安全屋， 然后稍作休整和换装后立即离开
S11L2,Why don't we enter the embassy to seek asylum?,我们为什么不进入大使馆寻求庇护？
S11L3,"The Imperial Prison never allows its prisoners to leave without trial, and you even used high explosives, which is like slapping the face of the Empire. I hope the Empire does not classify this incident as a terrorist attack",帝国监狱从不会允许进入它的囚犯未经审判就离开， 而且你们甚至用了高爆炸药， 这无异于在打帝国的脸。希望帝国别把这次事件定性为恐怖袭击
S11L4,"I didn't expect the spies in the alliance to act so rudely now. The messages they conveyed to me were just prepared, and I didn't expect a big hole to be blown directly into the wall",我也没想到现在联盟的间谍们行事这么粗暴， 他们传递给我的消息只是做好准备， 没想到是直接在墙上炸了个大洞
S11L5,"Without any accidents, the imperial capital has already been sealed off, and the next step is for the entire city to be searched. However, according to the efficiency of the imperial lords' layer by layer approval, the earliest they can complete the procedures is 8 o'clock this morning. At present, it should be the AI automatic monitoring stage, so before that, as long as I use the backup terminal to call out the warship, we can leave with the special identity of Dirty Blade",不出意外现在帝都已经封城了， 下一步帝国会全城搜捕， 不过按照帝国老爷们层层审批的效率， 最早也要今早8点才能走完手续。目前应该是AI自动监测阶段， 所以在此之前， 只要我用备用终端调出战舰， 我们就能用脏刃的特殊身份离开
S11L6,"Sounds good, it's truly you",听上去不错， 不愧是你
